gene_name	CN_high	n_cells_high	median_SCT_count_high	mean_SCT_count_high	CN_low	n_cells_low	median_SCT_count_low	mean_SCT_count_low	mean_expected_high	log10_abs_diff	highlight
YBX1	3	49	226	273.102040816327	2	80	249.5	285.2	427.8	2.18948458440968	FALSE
SRSF5	5	16	146.5	252.5	2	32	139	162.875	407.1875	2.18945522061366	FALSE
YWHAZ	7	11	857	777.727272727273	6	70	718	797.9	930.883333333333	2.18513418714122	FALSE
SNHG8	3	85	358	458.235294117647	2	41	296	407.024390243902	610.536585365854	2.18270358540823	FALSE
CALM1	5	16	404.5	411.25	3	40	92	156	260	2.17969538332451	FALSE
WDR61	4	32	55.5	118.84375	3	72	113.5	202.486111111111	269.981481481481	2.17937289933955	FALSE
GOLGA8B	4	50	74	437.92	3	59	105	215.169491525424	286.892655367232	2.1790555866837	FALSE
RAD21	7	23	207	266.695652173913	6	79	208	357.189873417722	416.721518987342	2.1761661446946	FALSE
HMGB1	2	74	527	617.513513513514	1	10	419	383.6	767.2	2.17518259453638	FALSE
GGH	6	65	0	241.876923076923	5	56	201	326.232142857143	391.478571428571	2.17493637872952	FALSE
DDR2	6	19	104	177.631578947368	3	43	101	163.209302325581	326.418604651163	2.1725650621849	FALSE
RSL1D1	3	73	426	486.684931506849	2	41	405	423.390243902439	635.085365853658	2.17143517206259	FALSE
NCL	2	109	190	245.422018348624	1	16	178.5	196.25	392.5	2.16754766142198	FALSE
UQCRB	6	70	643	661.714285714286	5	45	557	673.422222222222	808.106666666667	2.16551847428765	FALSE
FLRT2	5	16	108.5	223	2	32	98	147.65625	369.140625	2.16477096036154	FALSE
DGUOK	3	83	129	159.879518072289	2	38	196	203.921052631579	305.881578947368	2.16435898606086	FALSE
ANP32E	8	20	206	226.7	3	52	34	139.75	372.666666666667	2.16425369047246	FALSE
CLK1	2	113	95	287.769911504425	1	15	34	71.0666666666667	142.133333333333	2.16327046634217	FALSE
SEC22B	8	20	102.5	107.6	4	36	108.5	126.083333333333	252.166666666667	2.1600681674291	FALSE
PSMB4	4	36	162.5	190.972222222222	3	52	174	251.596153846154	335.461538461538	2.15983573588255	FALSE
MRPS14	6	19	158	340.684210526316	4	47	107	130.957446808511	196.436170212766	2.15910992174602	FALSE
NDUFAB1	4	16	99.5	191	3	73	253	251.232876712329	334.977168949772	2.15829362969767	FALSE
ZNF106	5	16	53.5	178.75	3	59	92	193.576271186441	322.627118644068	2.15799173183266	FALSE
NDUFS5	3	47	239	306.234042553192	2	82	262	299.329268292683	448.993902439024	2.1546061130379	FALSE
EIF3H	6	79	664	758.126582278481	5	24	488	513.541666666667	616.25	2.1519107180331	FALSE
SRRM2	3	73	126	260.068493150685	2	41	50	78.8048780487805	118.207317073171	2.15186355597675	FALSE
MYC	6	79	83	173.139240506329	5	24	5	26.1666666666667	31.4	2.15149010131393	FALSE
TMED10	4	41	417	552.780487804878	3	40	241.5	308.675	411.566666666667	2.14987720486244	FALSE
TIA1	3	83	106	192.289156626506	2	38	169	221.631578947368	332.447368421053	2.14661854792279	FALSE
QPRT	4	16	318.5	319.375	2	41	27	89.609756097561	179.219512195122	2.14661010728158	FALSE
TPM3	6	19	294	289.526315789474	4	47	239	286.382978723404	429.574468085106	2.14627738339804	FALSE
HMGN2	3	47	558	838.170212765957	2	82	356.5	465.573170731707	698.359756097561	2.14553965426771	FALSE
SNRPE	3	16	489	495.4375	1	37	152	211.72972972973	635.189189189189	2.14535706594029	FALSE
COL5A2	2	113	460	601.185840707965	1	15	123	230.8	461.6	2.14484136660896	FALSE
CALM1	4	41	208	347.512195121951	3	40	92	156	208	2.14461217207329	FALSE
RPS20	6	65	3607	3676.43076923077	5	56	2962	3179.80357142857	3815.76428571429	2.14405559792424	FALSE
DAD1	3	47	310	340.68085106383	2	57	336	319.982456140351	479.973684210526	2.14392877180865	FALSE
ANKRD10	3	96	97.5	257.75	2	22	18.5	79	118.5	2.14379520384577	FALSE
CPE	3	79	106	286.822784810127	2	47	25	98.8936170212766	148.340425531915	2.141394453862	FALSE
MRPS21	8	20	723.5	766.1	7	13	630	791.461538461538	904.527472527472	2.14122228942036	FALSE
PABPC1	6	70	1163.5	1178.15714285714	5	45	814	866.622222222222	1039.94666666667	2.14054096329345	FALSE
RPS2	4	16	1043	1176.0625	2	41	639	656.756097560976	1313.51219512195	2.13814378086918	FALSE
DPY19L4	7	11	61	104.363636363636	5	45	95	172.422222222222	241.391111111111	2.13680765427255	FALSE
SRSF6	4	82	403.5	477.426829268293	3	41	158	255.536585365854	340.715447154472	2.13580467392	FALSE
NR2F2	4	84	34.5	93.4880952380952	3	23	43	172.478260869565	229.971014492754	2.13507830311588	FALSE
AZIN1	7	11	141	184.363636363636	5	45	165	228.577777777778	320.008888888889	2.13240459840601	FALSE
TTC3	3	11	201	227.909090909091	1	14	87	121.142857142857	363.428571428571	2.13200172822899	FALSE
YWHAQ	3	83	168	218.048192771084	2	36	166	235.527777777778	353.291666666667	2.1311163176269	FALSE
POLR2K	7	11	789	894.909090909091	5	45	455	542.755555555556	759.857777777778	2.13049881127734	FALSE
CACYBP	6	19	322	407.210526315789	3	43	114	136.209302325581	272.418604651163	2.12966386488769	FALSE
PSMB4	7	13	177	199.615384615385	4	36	162.5	190.972222222222	334.201388888889	2.12899989954012	FALSE
OSTC	3	85	984	1031.72941176471	2	41	443	598.121951219512	897.182926829268	2.12887235618313	FALSE
CIAO1	5	26	102.5	165.153846153846	3	10	0	18.8	31.3333333333333	2.12652268982896	FALSE
CALD1	3	31	228	254.387096774194	2	90	102	258.511111111111	387.766666666667	2.1250893126206	FALSE
TCF12	4	53	20	120.490566037736	3	56	125.5	190.339285714286	253.785714285714	2.12481434200593	FALSE
SOD1	2	105	217	260.352380952381	1	14	14	63.7142857142857	127.428571428571	2.12360277942778	FALSE
CNIH1	5	13	0	103.307692307692	3	39	115	141.307692307692	235.512820512821	2.12124830165487	FALSE
ZFAND6	4	32	11.5	61.9375	3	72	89	145.138888888889	193.518518518519	2.11919324378225	FALSE
CCT8	2	105	96	179.304761904762	1	14	0.5	155.428571428571	310.857142857143	2.11909871274193	FALSE
SEC11A	5	16	342.5	448.125	4	34	220	253.529411764706	316.911764705882	2.11797764392146	FALSE
HSPH1	3	41	196	312.243902439024	2	74	170	295.486486486487	443.22972972973	2.117224307393	FALSE
RPL36AL	3	47	205	222.723404255319	2	57	184	235.754385964912	353.631578947368	2.11696676735135	FALSE
GAS5	4	47	1195	1390.82978723404	3	43	1140	1141.27906976744	1521.70542635659	2.11685881554052	FALSE
ENO1	3	47	165	343.957446808511	2	82	240.5	316.365853658537	474.548780487805	2.11591435718298	FALSE
HIF1A	4	41	144	162.292682926829	2	32	105	146.3125	292.625	2.11505211629844	FALSE
VCAN	3	20	188.5	374.2	1	14	105	168.142857142857	504.428571428571	2.11470627649408	FALSE
TCEAL4	2	34	78	121.5	1	95	53	125.705263157895	251.410526315789	2.11364434226354	FALSE
SERPINF1	3	29	283	295	2	97	258	283.154639175258	424.731958762887	2.11304697534899	FALSE
TRAM1	6	65	335	390.6	5	56	350.5	433.053571428571	519.664285714286	2.110806082212	FALSE
POMP	2	74	303.5	309.148648648649	1	10	72	90.2	180.4	2.1097426793636	FALSE
OXR1	7	11	152	300.727272727273	6	70	84	147.442857142857	172.016666666667	2.10961433527899	FALSE
YIPF4	4	11	16	243.909090909091	2	36	6	57.6111111111111	115.222222222222	2.10953423340178	FALSE
RPS27L	5	14	271	250.071428571429	3	56	182.5	227.089285714286	378.482142857143	2.10860126174712	FALSE
XPO1	3	83	113	350.746987951807	2	38	46.5	148.236842105263	222.355263157895	2.10853703313972	FALSE
SON	2	105	207	363.447619047619	1	14	67	117.571428571429	235.142857142857	2.10824277508564	FALSE
TBCA	3	20	93	166.4	1	14	1.5	12.7857142857143	38.3571428571429	2.10735535640878	FALSE
AZIN1	6	70	62	147	5	45	165	228.577777777778	274.293333333333	2.1048056591732	FALSE
PPP1CB	3	83	356	452.590361445783	2	36	243.5	386.555555555556	579.833333333333	2.10463380393809	FALSE
N4BP2L2	3	41	166	209.463414634146	1	10	32	111.9	335.7	2.10118523858379	FALSE
SUN1	4	94	21	239.702127659574	3	35	71	85.6	114.133333333333	2.09888172430748	FALSE
NEDD8	3	47	281	272.36170212766	2	57	226	264.964912280702	397.447368421053	2.09720754625346	FALSE
RIT1	6	19	118	247.052631578947	3	43	1	185.813953488372	371.627906976744	2.0954318559363	FALSE
PIK3R1	2	96	34	136.104166666667	1	14	0	5.85714285714286	11.7142857142857	2.09478505217723	FALSE
NEDD8	4	24	549	487.416666666667	3	47	281	272.36170212766	363.148936170213	2.0943583668815	FALSE
SLIRP	5	16	334.5	419.4375	4	41	396	434.926829268293	543.658536585366	2.09419514897511	FALSE
RPS7	3	83	996	939.795180722892	2	36	521	544.027777777778	816.041666666667	2.09255753983639	FALSE
SPARCL1	3	85	653	925.894117647059	2	41	530	534.878048780488	802.317073170732	2.09193780422237	FALSE
KTN1	4	42	119.5	141.404761904762	3	39	106	198.333333333333	264.444444444444	2.09004520191573	FALSE
EID1	5	14	760.5	781.5	4	53	525	527.11320754717	658.891509433962	2.08852054586184	FALSE
HMGN1	3	11	141	379	2	105	117	170.980952380952	256.471428571429	2.08823737006339	FALSE
KDELR2	5	90	391.5	471.077777777778	4	28	409	473.857142857143	592.321428571429	2.08365900502704	FALSE
OTUD6B-AS1	7	11	280	308.090909090909	6	70	106.5	160.514285714286	187.266666666667	2.08215408076517	FALSE
INSIG1	5	37	15	137.837837837838	4	63	31	206.603174603175	258.253968253968	2.08068466700065	FALSE
PSMA4	5	15	358	378.733333333333	4	32	401	399.15625	498.9453125	2.07994774742344	FALSE
PFN1	3	29	553	528.275862068965	2	97	419	432.247422680412	648.371134020619	2.07952590993641	FALSE
TMED3	5	15	336	412.733333333333	3	72	114	175.708333333333	292.847222222222	2.07876887269694	FALSE
C1orf43	6	19	145	269.842105263158	3	43	0	75.1627906976744	150.325581395349	2.07742795322147	FALSE
EIF5B	4	90	262.5	478.977777777778	3	10	191.5	269.6	359.466666666667	2.07740828411194	FALSE
DPY30	4	11	107	93.9090909090909	2	36	107.5	106.166666666667	212.333333333333	2.07344061516885	FALSE
POLR2K	6	70	453.5	533.328571428571	5	45	455	542.755555555556	651.306666666667	2.07180138018486	FALSE
CALM1	5	16	404.5	411.25	2	32	88.5	117.3125	293.28125	2.0717669776453	FALSE
ATRAID	4	11	275	297.454545454545	3	83	280	310.325301204819	413.767068273092	2.06562647567607	FALSE
RIT1	6	19	118	247.052631578947	4	47	60	87.1702127659574	130.755319148936	2.06556967852636	FALSE
TPT1	3	41	1113	1376.63414634146	2	74	744.5	840.297297297297	1260.44594594595	2.06516202509976	FALSE
LMNA	4	47	336	465.085106382979	3	43	262	435.674418604651	580.899224806202	2.06376150567421	FALSE
CCT3	6	19	288	284.526315789474	3	43	137	200.023255813953	400.046511627907	2.06265791647451	FALSE
PNRC2	3	47	26	106.404255319149	2	82	84.5	147.926829268293	221.890243902439	2.06252929634865	FALSE
HP1BP3	3	47	166	343.914893617021	2	82	108.5	152.329268292683	228.493902439024	2.06228479949341	FALSE
THBS1	5	16	143	378.25	3	59	121	157.71186440678	262.853107344633	2.06219411453205	FALSE
PRPF40A	5	25	240	293.24	3	18	210	245.166666666667	408.611111111111	2.06209707523484	FALSE
ILF2	4	47	305	296.127659574468	3	43	229	308.209302325581	410.945736434109	2.06001026839608	FALSE
VPS36	3	41	90	142.317073170732	1	10	1	85.7	257.1	2.05987729454925	FALSE
DDX24	5	17	33	173.588235294118	4	52	17.5	47.3846153846154	59.2307692307692	2.05826452368055	FALSE
MYC	7	23	84	150.565217391304	5	24	5	26.1666666666667	36.6333333333333	2.05664527923882	FALSE
DAD1	4	24	698.5	753.375	2	57	336	319.982456140351	639.964912280702	2.05465168635562	FALSE
TRPS1	6	79	279	346.772151898734	5	24	317.5	383.208333333333	459.85	2.05337753516734	FALSE
CALM1	4	41	208	347.512195121951	2	32	88.5	117.3125	234.625	2.05264468237435	FALSE
HERPUD1	3	75	12	145.786666666667	2	45	0	172.155555555556	258.233333333333	2.05094658587454	FALSE
ANKRD36C	5	26	24.5	72.9230769230769	4	90	44.5	148.2	185.25	2.05048386260489	FALSE
SCFD1	4	24	232	268.916666666667	3	47	47	117.595744680851	156.794326241135	2.04969215458312	FALSE
SUMO1	2	113	130	176.115044247788	1	15	104	143.8	287.6	2.04721626581811	FALSE
FUS	4	16	126	144.3125	2	41	92	127.780487804878	255.560975609756	2.04629406874234	FALSE
TMCO1	6	19	447	563	4	47	413	449.489361702128	674.234042553192	2.04623772097279	FALSE
SAP18	2	74	286	324.081081081081	1	10	168.5	217.6	435.2	2.04578800747909	FALSE
ACIN1	4	24	17	46.0833333333333	3	47	23	117.574468085106	156.765957446808	2.04407944704004	FALSE
PSMB6	3	29	50	137.103448275862	2	97	124	165.123711340206	247.685567010309	2.04368490669029	FALSE
VCAN	3	20	188.5	374.2	2	96	58.5	175.822916666667	263.734375	2.04322715408105	FALSE
EIF5B	5	26	303	488.346153846154	4	90	262.5	478.977777777778	598.722222222222	2.04287492032366	FALSE
ANKRD36B	4	90	16	72.0555555555556	3	10	12	136.4	181.866666666667	2.04064628592559	FALSE
NUPR1	4	16	89.5	115.4375	2	41	88	112.560975609756	225.121951219512	2.040145066698	FALSE
PKM	5	15	157	180.8	3	72	13	42.7638888888889	71.2731481481482	2.03952060485173	FALSE
ANP32E	7	13	150	216.615384615385	3	52	34	139.75	326.083333333333	2.03928698006638	FALSE
CCT5	4	64	224	283.359375	3	64	287	294.484375	392.645833333333	2.03856635192724	FALSE
PPP2R5C	5	17	147	234.176470588235	3	54	18.5	74.9814814814815	124.969135802469	2.03825180824059	FALSE
MAP4K4	5	26	157	174.346153846154	3	10	8.5	39.3	65.5	2.03681308755347	FALSE
YIPF4	4	11	16	243.909090909091	3	83	36	102.313253012048	136.417670682731	2.03137380102324	FALSE
DDX18	4	105	100	162.4	3	17	96	202.411764705882	269.882352941176	2.03133716518748	FALSE
SHC1	4	47	77	129.872340425532	3	43	60	177.976744186047	237.302325581395	2.03112551572294	FALSE
SRSF7	3	83	119	275.325301204819	2	38	182.5	254.605263157895	381.907894736842	2.02768628395652	FALSE
OTUD6B-AS1	6	70	106.5	160.514285714286	5	45	162	221.822222222222	266.186666666667	2.02396149281973	FALSE
APP	2	105	130	246.904761904762	1	14	17.5	70.7857142857143	141.571428571429	2.02256582789874	FALSE
NPC2	5	16	373	408	3	40	179.5	181.725	302.875	2.02170600880597	FALSE
POGZ	4	36	26	76.1111111111111	3	52	11	135.788461538462	181.051282051282	2.02094176729812	FALSE
UQCRC2	3	73	66	87.6986301369863	2	41	77	128.365853658537	192.548780487805	2.0205690575623	FALSE
PPP2R5C	5	17	147	234.176470588235	4	52	15	103.480769230769	129.350961538462	2.02046698008558	FALSE
RPL30	6	70	2199.5	2044.87142857143	5	45	1690	1791.28888888889	2149.54666666667	2.01984395741453	FALSE
ILF2	6	19	440	339.684210526316	4	47	305	296.127659574468	444.191489361702	2.0191465397098	FALSE
COX5B	4	90	364.5	390.877777777778	3	10	398	371.3	495.066666666667	2.0178214065687	FALSE
RPL21	3	41	1981	2161.75609756098	1	10	812.5	755.2	2265.6	2.01638100048758	FALSE
NSA2	3	20	218	234.1	1	14	0	43.5714285714286	130.714285714286	2.0144605326118	FALSE
EMC2	7	11	223	260.636363636364	6	70	109.5	135.057142857143	157.566666666667	2.01313099919938	FALSE
WDR33	4	105	48	162.533333333333	3	17	0	44.7058823529412	59.6078431372549	2.01252294405859	FALSE
SREK1	2	96	105.5	285.3125	1	14	1	91.2857142857143	182.571428571429	2.01174409042365	FALSE
KMT2E	3	31	11	75.5806451612903	2	90	24.5	118.866666666667	178.3	2.01165228300994	FALSE
PSAP	2	95	74	150.631578947368	1	35	115	126.485714285714	252.971428571429	2.01004477449374	FALSE
THOC2	2	34	171.5	403.735294117647	1	95	86	150.715789473684	301.431578947368	2.00989140544876	FALSE
INSIG1	5	37	15	137.837837837838	3	24	62.5	144	240	2.00929007577023	FALSE
G3BP1	3	41	21	105.390243902439	2	89	32	138.359550561798	207.539325842697	2.00923446778617	FALSE
DHRS7	4	41	75	110.487804878049	2	32	74	106.3125	212.625	2.00918392714606	FALSE
UACA	5	15	46	87.6666666666667	3	72	34	113.847222222222	189.74537037037	2.00893514631142	FALSE
LITAF	3	73	155	223.493150684931	2	41	187	216.90243902439	325.353658536585	2.00800583713194	FALSE
DDR2	6	19	104	177.631578947368	4	47	140	186.234042553192	279.351063829787	2.00740415219882	FALSE
ITM2C	2	109	85	183.091743119266	1	16	3	41	82	2.00471568512433	FALSE
NOP10	4	50	231.5	247.92	3	59	225	261.64406779661	348.858757062147	2.004057952623	FALSE
MAGT1	2	34	109	151.411764705882	1	95	55	126.021052631579	252.042105263158	2.0027289424493	FALSE
MRPS14	6	19	158	340.684210526316	3	43	102	120.186046511628	240.372093023256	2.00135339809367	FALSE
ZC3H13	2	74	27.5	86.3378378378378	1	10	15	93.3	186.6	2.00113706597593	FALSE
MRPL33	4	11	27	87.9090909090909	2	36	68	94.0555555555556	188.111111111111	2.00087647755663	FALSE
SNRPE	2	53	310	323.377358490566	1	37	152	211.72972972973	423.459459459459	2.00035641368796	FALSE
CHD2	5	16	65	94.1875	4	34	88.5	155.382352941176	194.227941176471	2.00017559829321	FALSE
CDC42	3	47	246	235	2	82	206	223.329268292683	334.993902439024	1.99997351782176	FALSE
TAF7	3	41	246	256.731707317073	2	89	65	104.61797752809	156.926966292135	1.99915117206958	FALSE
FUBP1	3	49	57	164.387755102041	2	80	115.5	176	264	1.99831272762801	FALSE
PCMTD1	6	65	49	121	5	56	110.5	183.839285714286	220.607142857143	1.99829048292383	FALSE
CACYBP	4	47	175	281.085106382979	3	43	114	136.209302325581	181.612403100775	1.99770392054142	FALSE
C1orf43	6	19	145	269.842105263158	4	47	87	113.659574468085	170.489361702128	1.99717986436948	FALSE
CIAO1	4	90	82	124.288888888889	3	10	0	18.8	25.0666666666667	1.99660894944922	FALSE
SEC11A	4	34	220	253.529411764706	3	71	223	264.464788732394	352.619718309859	1.99603117194385	FALSE
DPY30	4	11	107	93.9090909090909	3	83	116	144.084337349398	192.112449799197	1.9921263423948	FALSE
KTN1	5	13	166	270	2	30	32	68.9333333333333	172.333333333333	1.98974636563445	FALSE
MCL1	8	20	340	480.6	7	13	220	505.923076923077	578.197802197802	1.98944003791143	FALSE
MSMO1	3	79	113	251.227848101266	2	47	88	232.531914893617	348.797872340426	1.98931641288102	FALSE
IQGAP1	5	16	131.5	195.9375	3	71	1	59.0422535211268	98.4037558685446	1.98915489625946	FALSE
FLRT2	4	41	131	197.975609756098	2	32	98	147.65625	295.3125	1.98827746712336	FALSE
ZFAND6	5	15	76	144.733333333333	3	72	89	145.138888888889	241.898148148148	1.98750902729093	FALSE
VPS36	2	74	40	74.5135135135135	1	10	1	85.7	171.4	1.98626320683799	FALSE
COX6C	7	11	1539	1531	5	45	1106	1162.28888888889	1627.20444444444	1.98319513599947	FALSE
ANXA5	3	85	284	347.470588235294	2	41	219	295.682926829268	443.524390243902	1.98251455981384	FALSE
VPS13B	7	11	47	59.0909090909091	5	45	44	110.688888888889	154.964444444444	1.98169874235223	FALSE
ATRAID	3	83	280	310.325301204819	2	36	252	270.694444444444	406.041666666667	1.98098619924111	FALSE
EIF2S1	4	41	169	216.707317073171	3	40	11	90.75	121	1.98094514198818	FALSE
NSA2	3	20	218	234.1	2	96	53	92.4375	138.65625	1.97974749449624	FALSE
ARPC2	2	109	99	150.697247706422	1	16	108.5	123.0625	246.125	1.97967469457006	FALSE
COPA	6	19	238	286.315789473684	4	47	105	127.276595744681	190.914893617021	1.97955245294077	FALSE
BICC1	2	95	7	75.4947368421053	1	35	35	85.2285714285714	170.457142857143	1.97755170958824	FALSE
KTN1	3	39	106	198.333333333333	2	30	32	68.9333333333333	103.4	1.97741873024516	FALSE
RUNX1T1	7	11	18	104.090909090909	5	45	138	142.088888888889	198.924444444444	1.9769619411731	FALSE
DHRS7	3	40	18	64.875	2	32	74	106.3125	159.46875	1.97586244263667	FALSE
SRSF5	5	16	146.5	252.5	3	40	108	208.075	346.791666666667	1.97447331224312	FALSE
ASH1L	4	47	57	118.744680851064	3	43	7	159.720930232558	212.961240310078	1.97412724089938	FALSE
EIF3A	2	96	129.5	194.583333333333	1	34	8	50.2352941176471	100.470588235294	1.97364844118432	FALSE
KTN1	5	13	166	270	4	42	119.5	141.404761904762	176.755952380952	1.96962111749186	FALSE
PSMA5	3	17	0	41.1764705882353	2	112	41.5	89.4107142857143	134.116071428571	1.96820080292646	FALSE
KMT2C	5	37	132	193.621621621622	3	24	41	171.291666666667	285.486111111111	1.96314766591173	FALSE
SEC23A	3	47	18	122.148936170213	2	57	46	142.614035087719	213.921052631579	1.96271074757983	FALSE
ZNF706	6	70	144	164.428571428571	5	45	189	213.155555555556	255.786666666667	1.96074703621473	FALSE
NFKBIA	4	24	63	149.458333333333	3	47	4	180.489361702128	240.652482269504	1.95996697466338	FALSE
SOD1	3	11	7	100.090909090909	1	14	14	63.7142857142857	191.142857142857	1.95928924193941	FALSE
TCERG1	3	41	50	117.926829268293	2	89	75	139.191011235955	208.786516853933	1.95837123919151	FALSE
DDX1	4	11	166	236.363636363636	3	83	39	109.228915662651	145.638554216867	1.95772737010348	FALSE
OAZ2	5	14	0	61.2857142857143	3	56	20.5	91.0535714285714	151.755952380952	1.95650573327361	FALSE
CHD2	5	16	65	94.1875	3	71	25	110.788732394366	184.647887323944	1.95645844293114	FALSE
CCDC88A	3	83	43	143	2	38	66.5	155.368421052632	233.052631578947	1.95449640858827	FALSE
VPS13B	7	11	47	59.0909090909091	6	70	61.5	127.614285714286	148.883333333333	1.95323969692899	FALSE
SULF1	6	65	130	241.815384615385	5	56	116.5	276.160714285714	331.392857142857	1.95219880444873	FALSE
DERL2	3	29	81	283.103448275862	2	97	52	129.381443298969	194.072164948454	1.94954263349066	FALSE
VPS13C	5	14	163	183	4	53	4	75.2075471698113	94.0094339622642	1.94934396917395	FALSE
SEL1L	5	16	25.5	74.875	4	41	28	131.048780487805	163.810975609756	1.94907747354985	FALSE
SERBP1	3	49	125	184.836734693878	2	80	130	182.4375	273.65625	1.94850839887086	FALSE
EMC2	7	11	223	260.636363636364	5	45	69	122.777777777778	171.888888888889	1.94815600433175	FALSE
DHRS7	5	16	67	196.75	3	40	18	64.875	108.125	1.94755624819112	FALSE
ZFP36L2	3	83	16	92.9036144578313	2	38	63	120.605263157895	180.907894736842	1.94450379551777	FALSE
MRPS21	8	20	723.5	766.1	4	36	306.5	339.138888888889	678.277777777778	1.94360442214025	FALSE
RP11-343H5.4	2	78	58.5	67.1410256410256	1	45	69	77.3555555555556	154.711111111111	1.94235577358764	FALSE
MTDH	7	11	263	226.545454545455	5	45	173	224.288888888889	314.004444444444	1.94180445718643	FALSE
PCOLCE	3	31	197	262.129032258065	2	90	150.5	232.866666666667	349.3	1.94037186739956	FALSE
AKAP13	5	16	41.5	42.625	4	34	19	103.794117647059	129.742647058824	1.94010613714293	FALSE
NOP58	2	113	202	345.044247787611	1	15	92	129.066666666667	258.133333333333	1.93907431948225	FALSE
PSMA3	5	13	444	331.230769230769	3	39	85	146.641025641026	244.401709401709	1.93866509857811	FALSE
MYL12B	5	34	603	665.205882352941	4	33	523	601.606060606061	752.007575757576	1.93852819786214	FALSE
UQCRH	3	49	359	339.285714285714	2	80	283.5	283.7875	425.68125	1.93649130191475	FALSE
ARPC5	4	71	183	255.169014084507	3	50	211.5	256.08	341.44	1.93586476123727	FALSE
OXR1	7	11	152	300.727272727273	5	45	220	276.4	386.96	1.93567212170038	FALSE
ANKRD36C	5	26	24.5	72.9230769230769	3	10	10.5	95.4	159	1.93488673422151	FALSE
OCIAD1	3	49	209	227.571428571429	2	79	145	209.088607594937	313.632911392405	1.93480882461221	FALSE
LY6E	6	79	234	344.911392405063	5	24	288.5	359.125	430.95	1.9346933733713	FALSE
PNN	4	24	37	87.5416666666667	2	57	13	86.5964912280702	173.19298245614	1.93273403905539	FALSE
PHF20L1	7	23	233	310.652173913043	6	79	99	192.987341772152	225.151898734177	1.93196751248807	FALSE
ERH	5	16	477	567.9375	3	40	253	289.55	482.583333333333	1.93122472657755	FALSE
PRPF40A	4	80	159.5	241.825	3	18	210	245.166666666667	326.888888888889	1.92974523359054	FALSE
RPS27L	4	53	166	217.943396226415	3	56	182.5	227.089285714286	302.785714285714	1.92861252578759	FALSE
PSMA6	4	24	189.5	187.375	2	57	44	51.280701754386	102.561403508772	1.92846547970697	FALSE
DBI	4	105	356	428.32380952381	3	17	189	258	344	1.92595021857289	FALSE
UACA	5	15	46	87.6666666666667	4	32	119.5	137.5625	171.953125	1.92575780542525	FALSE
COX7B	2	34	322	382.647058823529	1	95	202	233.368421052632	466.736842105263	1.92474323320693	FALSE
ZC2HC1A	6	65	47	108.153846153846	5	56	109.5	160.035714285714	192.042857142857	1.92370507430422	FALSE
CPNE3	6	70	172	301.657142857143	5	45	260	321.066666666667	385.28	1.92232500201108	FALSE
IQGAP1	5	16	131.5	195.9375	4	34	1.5	89.9117647058823	112.389705882353	1.92193498785981	FALSE
RPS4X	2	34	1545	1836.44117647059	1	95	865	876.484210526316	1752.96842105263	1.92154474970662	FALSE
PRDX3	2	96	194.5	268.71875	1	34	77.5	176.088235294118	352.176470588235	1.92146651901132	FALSE
RPS2	3	73	971	1068.43835616438	2	41	639	656.756097560976	985.134146341463	1.92066694926592	FALSE
ENY2	6	70	466	503.728571428571	5	45	424	489.155555555556	586.986666666667	1.92042647096288	FALSE
HIF1A	5	16	255	286.0625	4	41	144	162.292682926829	202.865853658537	1.920105820224	FALSE
NME4	4	16	76	86.875	2	41	48	85.0243902439024	170.048780487805	1.91998644186668	FALSE
PSMA3	4	42	231	278.452380952381	3	39	85	146.641025641026	195.521367521367	1.91871697256679	FALSE
RAC1	5	90	184	244.455555555556	4	28	88.5	129.75	162.1875	1.91523123267179	FALSE
PEG10	3	31	577	825.129032258065	2	90	299.5	495.444444444444	743.166666666667	1.91361448448348	FALSE
GNAI3	3	17	0	61.4117647058824	2	112	19	95.3660714285714	143.049107142857	1.91188885856556	FALSE
EIF5	5	17	403	569.764705882353	4	52	183	390.557692307692	488.197115384615	1.91151763346087	FALSE
EIF2S1	5	16	108	189.4375	4	41	169	216.707317073171	270.884146341463	1.91087320644217	FALSE
DECR1	7	11	126	131	5	45	104	151.4	211.96	1.90827049949572	FALSE
ATF6	6	19	1	75.1578947368421	3	43	13	78.046511627907	156.093023255814	1.90813706068072	FALSE
AUP1	3	83	148	252.180722891566	2	38	72.5	114.342105263158	171.513157894737	1.90669894767804	FALSE
RUNX1T1	7	11	18	104.090909090909	6	70	73	158.314285714286	184.7	1.90638402330651	FALSE
RBM39	4	82	649.5	795.621951219512	3	41	445	656.707317073171	875.609756097561	1.90302377851832	FALSE
MRPL57	3	41	112	123.292682926829	1	10	0	14.5	43.5	1.90196306791465	FALSE
HIF1A	5	16	255	286.0625	2	32	105	146.3125	365.78125	1.90156048028988	FALSE
ZRANB2	3	49	183	373.591836734694	2	80	251.5	302.075	453.1125	1.90047999376427	FALSE
OIP5-AS1	5	16	115	227.125	3	59	57	88.6610169491525	147.768361581921	1.89958326263151	FALSE
TMCO1	6	19	447	563	3	43	274	321.139534883721	642.279069767442	1.8991585456493	FALSE
DPY19L4	6	70	65.5	128.028571428571	5	45	95	172.422222222222	206.906666666667	1.89695641464141	FALSE
PSMA6	4	24	189.5	187.375	3	47	53	81.4255319148936	108.567375886525	1.89656823462461	FALSE
SDHC	6	19	136	290.473684210526	3	43	109	105.953488372093	211.906976744186	1.89523855333375	FALSE
