gene_name	CN_high	n_cells_high	median_SCT_count_high	mean_SCT_count_high	CN_low	n_cells_low	median_SCT_count_low	mean_SCT_count_low	mean_expected_high	log10_abs_diff	highlight
ETFA	5	15	195	212.533333333333	4	32	23.5	153.0625	191.328125	1.32644254359944	FALSE
TANK	4	99	25	84.0808080808081	3	23	14	78.9130434782609	105.217391304348	1.32503478396039	FALSE
RIF1	4	80	49	112.35	3	18	20	68.4444444444444	91.2592592592593	1.32409183312815	FALSE
PAIP1	3	68	82	134.029411764706	2	61	68	103.393442622951	155.090163934426	1.32347387764366	FALSE
ANKRD36C	4	90	44.5	148.2	3	10	10.5	95.4	127.2	1.32221929473392	FALSE
MMP14	4	24	39.5	85.125	3	47	9	79.531914893617	106.042553191489	1.32051088203164	FALSE
POLR2J	3	31	37	87.8387096774194	2	90	51	72.4888888888889	108.733333333333	1.32003455324314	FALSE
SNW1	5	16	65.5	154.75	2	32	28.5	70.25	175.625	1.31962648415564	FALSE
ANP32E	8	20	206	226.7	7	13	150	216.615384615385	247.56043956044	1.31932345541659	FALSE
UQCRC2	4	16	0	96.25	3	73	66	87.6986301369863	116.931506849315	1.3155821781599	FALSE
NASP	3	49	23	114.65306122449	2	80	39	62.675	94.0125	1.31472150174322	FALSE
ANP32E	8	20	206	226.7	4	36	57.5	123.555555555556	247.111111111111	1.30986664686648	FALSE
ZFP36L1	5	16	289	367.3125	4	41	192	277.731707317073	347.164634146341	1.30422905062275	FALSE
LAMTOR5	3	17	1	295.941176470588	2	112	155	210.714285714286	316.071428571429	1.30384921380163	FALSE
TMED9	3	42	359.5	411.095238095238	2	88	223.5	260.647727272727	390.971590909091	1.30370669453859	FALSE
LIMS1	4	104	9	73.4903846153846	3	16	6	70.1875	93.5833333333333	1.30304367582052	FALSE
JTB	6	19	217	240.578947368421	4	47	118	147	220.5	1.30274094133807	FALSE
CALM1	3	40	92	156	2	32	88.5	117.3125	175.96875	1.30035087983849	FALSE
SNHG14	5	16	139.5	181.625	4	50	39	129.46	161.825	1.29666519026153	FALSE
PFDN2	6	19	147	150.157894736842	4	47	89	113.276595744681	169.914893617021	1.29572097523315	FALSE
DDX1	3	83	39	109.228915662651	2	36	16.5	85.9722222222222	128.958333333333	1.29511426689733	FALSE
PPP3CA	3	85	73	108.247058823529	2	41	31	85.3170731707317	127.975609756098	1.29509518737581	FALSE
RAB13	4	47	21	42.1702127659574	3	43	31	46.4186046511628	61.8914728682171	1.29493466100955	FALSE
BIRC6	4	11	22	147.636363636364	3	83	54	96.0843373493976	128.112449799197	1.29056688236261	FALSE
POLR1D	3	41	5	59.7073170731707	1	10	0	13.5	40.5	1.2834667057419	FALSE
IRF2BP2	2	78	78.5	125.820512820513	1	45	9	53.3777777777778	106.755555555556	1.28023583611826	FALSE
PDGFRA	3	88	109	251.545454545455	2	41	60	180.365853658537	270.548780487805	1.27882961737391	FALSE
METTL9	4	16	0	118.9375	3	73	0	75.041095890411	100.054794520548	1.27606421933805	FALSE
PSMD4	7	13	129	211.153846153846	4	36	84	131.388888888889	229.930555555556	1.27361948495376	FALSE
UBR5	7	11	99	162	5	45	76	129.111111111111	180.755555555556	1.27312993285031	FALSE
NME1	2	96	96	125.927083333333	1	34	0	53.7647058823529	107.529411764706	1.2647628616571	FALSE
ATP1B1	6	19	40	129.210526315789	3	43	2	73.7209302325581	147.441860465116	1.26081845101865	FALSE
RBBP6	4	16	41.5	286.25	3	73	63	228.315068493151	304.420091324201	1.25935711010918	FALSE
ASAP1	7	23	24	76.304347826087	5	24	6	41.625	58.275	1.25598001731284	FALSE
TAF9	2	96	95	161.864583333333	1	14	7	71.9285714285714	143.857142857143	1.2554519878855	FALSE
ATOX1	3	41	26	64.2926829268293	2	89	30	54.8089887640449	82.2134831460674	1.2533573983529	FALSE
SEL1L	4	41	28	131.048780487805	3	40	8.5	84.925	113.233333333333	1.25079672729228	FALSE
MCL1	7	13	220	505.923076923077	4	36	195	278.972222222222	488.201388888889	1.24850508713439	FALSE
ADAR	6	19	19	150.842105263158	4	47	78	112.340425531915	168.510638297872	1.2472004928358	FALSE
RBMS1	4	99	145	190.919191919192	3	23	133	156.434782608696	208.579710144928	1.24700344325487	FALSE
RPL41P2	5	16	40.5	38.8125	3	59	33	33.864406779661	56.4406779661017	1.24620742630043	FALSE
COX16	5	16	80.5	97.5625	3	40	66.5	69.075	115.125	1.24458633724916	FALSE
LARP1	3	42	39	61.2857142857143	2	88	16	52.4886363636364	78.7329545454545	1.24172674162462	FALSE
YY1	5	17	28	77	4	52	36	75.5384615384615	94.4230769230769	1.24112485404201	FALSE
EMC4	5	16	286	246.375	3	59	129	158.186440677966	263.64406779661	1.23726889450347	FALSE
DAP3	4	47	38	59.531914893617	3	43	14	57.5348837209302	76.7131782945736	1.23505509592653	FALSE
ADD3	2	96	34	111.645833333333	1	34	0	47.2941176470588	94.5882352941177	1.23191787608373	FALSE
BZW1	2	113	125	222.681415929204	1	15	60	102.866666666667	205.733333333333	1.22912057185263	FALSE
PSMA3	5	13	444	331.230769230769	4	42	231	278.452380952381	348.065476190476	1.22620556106329	FALSE
NDUFB1	5	17	206	212.823529411765	3	54	97	117.62962962963	196.049382716049	1.22464043675352	FALSE
CALU	3	31	370	446.41935483871	2	90	200.5	308.766666666667	463.15	1.2235126883973	FALSE
DDX27	4	82	22.5	64.4756097560976	3	41	14	60.8292682926829	81.1056910569106	1.22089437239499	FALSE
RPL6P27	6	58	10	12.5172413793103	4	33	20	19.3030303030303	28.9545454545455	1.21583058928318	FALSE
PSMA3	3	39	85	146.641025641026	2	30	97.5	108.633333333333	162.95	1.21242664992785	FALSE
AC016739.2	4	99	20	30.6161616161616	3	23	24	35.1739130434783	46.8985507246377	1.21171812908528	FALSE
PPP1CB	4	11	556	587.272727272727	3	83	356	452.590361445783	603.453815261044	1.20900771946641	FALSE
KMT2C	5	37	132	193.621621621622	4	63	108	167.761904761905	209.702380952381	1.20630655220924	FALSE
ALDOA	3	73	37	52.3287671232877	2	41	16	24.219512195122	36.3292682926829	1.20410637899894	FALSE
ARPC1B	3	31	55	86.0322580645161	2	90	24.5	46.7444444444444	70.1166666666667	1.20182278094324	FALSE
YIPF4	3	83	36	102.313253012048	2	36	6	57.6111111111111	86.4166666666667	1.20130387334354	FALSE
MRPL24	6	19	103	167.473684210526	3	43	6	75.8372093023256	151.674418604651	1.19863690019945	FALSE
CCAR1	2	95	28	91.1473684210526	1	35	27	53.4571428571429	106.914285714286	1.19774678949826	FALSE
FMNL2	4	80	43.5	113.8125	3	18	79	97.1666666666667	129.555555555556	1.19708902803127	FALSE
SNRNP200	4	90	33.5	152.266666666667	3	10	47.5	102.4	136.533333333333	1.19682074391443	FALSE
CKLF	3	75	51	68.2	2	45	4	55.9333333333333	83.9	1.19589965240923	FALSE
DECR1	6	70	92.5	166.042857142857	5	45	104	151.4	181.68	1.19415740379223	FALSE
EIF5A	3	29	105	141.103448275862	2	97	54	83.6494845360825	125.474226804124	1.19393734532892	FALSE
RPL41P2	4	50	26.5	29.66	3	59	33	33.864406779661	45.1525423728814	1.19012269264056	FALSE
AGO2	7	23	36	152.347826086957	6	79	64	117.341772151899	136.898734177215	1.18890295688843	FALSE
SRSF5	4	41	178	341.19512195122	2	32	139	162.875	325.75	1.18879134174285	FALSE
ZC3H15	2	113	53	93.0088495575221	1	15	17	54.2	108.4	1.1872710832588	FALSE
BTF3	2	96	492.5	527.760416666667	1	14	325	271.571428571429	543.142857142857	1.18702524321971	FALSE
COX16	4	41	70	76.7560975609756	3	40	66.5	69.075	92.1	1.18593582846527	FALSE
TERF2IP	3	67	79	160.44776119403	2	48	9.5	96.7708333333333	145.15625	1.1844504069818	FALSE
TTC3	2	105	174	257.47619047619	1	14	87	121.142857142857	242.285714285714	1.18157138832326	FALSE
DPY30	3	83	116	144.084337349398	2	36	107.5	106.166666666667	159.25	1.1808613911856	FALSE
HNRNPD	3	85	52	151.505882352941	2	41	67	111.073170731707	166.609756097561	1.17908834664122	FALSE
SF3B1	2	113	193	304.283185840708	1	15	122	144.6	289.2	1.178493082045	FALSE
SNW1	4	41	16	68.9268292682927	3	40	26	63	84	1.17820461836908	FALSE
PGK1	2	34	208.5	337.735294117647	1	95	135	176.4	352.8	1.17796065709016	FALSE
SEL1L	4	41	28	131.048780487805	2	32	26	58	116	1.17750130731351	FALSE
MRPL57	3	41	112	123.292682926829	2	74	72.5	92.2027027027027	138.304054054054	1.17642036218277	FALSE
SGCE	3	31	254	295.677419354839	2	90	120	187.133333333333	280.7	1.1754369898319	FALSE
MORF4L1	5	15	1329	1293.4	3	72	779.5	784.958333333333	1308.26388888889	1.17213245020697	FALSE
GTF2A2	5	14	159.5	189.428571428571	3	56	101.5	122.571428571429	204.285714285714	1.17193529928452	FALSE
PDIA4	5	37	90	144.459459459459	4	63	47	103.714285714286	129.642857142857	1.17074862440399	FALSE
ASPH	6	65	223	255.630769230769	5	56	156.5	200.678571428571	240.814285714286	1.17074514219925	FALSE
SYF2	3	47	27	69.8297872340426	2	82	15.5	56.4146341463415	84.6219512195122	1.17003171275292	FALSE
PSMB4	8	20	320.5	396.7	4	36	162.5	190.972222222222	381.944444444444	1.16895556559267	FALSE
UBE2B	3	41	24	99.4146341463415	2	89	17	56.4606741573034	84.6910112359551	1.16801468611533	FALSE
INSIG1	4	63	31	206.603174603175	3	24	62.5	144	192	1.16444727789197	FALSE
PSME1	3	47	1	72.4042553191489	2	57	3	57.9473684210526	86.9210526315789	1.16187081313002	FALSE
CAST	3	39	38	79.4871794871795	2	89	7	62.6516853932584	93.9775280898876	1.16107883367072	FALSE
SDC2	7	11	520	480.636363636364	6	70	365.5	424.342857142857	495.066666666667	1.15927545119098	FALSE
CACYBP	6	19	322	407.210526315789	4	47	175	281.085106382979	421.627659574468	1.15887891269206	FALSE
ITM2B	3	41	192	267.243902439024	2	74	128	187.77027027027	281.655405405405	1.15870927546827	FALSE
UACA	4	32	119.5	137.5625	3	72	34	113.847222222222	151.796296296296	1.15332074622974	FALSE
DDOST	3	47	48	116.893617021277	2	82	47.5	68.5243902439024	102.786585365854	1.1494356408778	FALSE
TXNDC17	3	29	130	125.344827586207	2	97	53	74.1752577319588	111.262886597938	1.14866252003316	FALSE
POGZ	8	20	66.5	166.3	4	36	26	76.1111111111111	152.222222222222	1.14853410544412	FALSE
ADAR	4	47	78	112.340425531915	3	43	20	73.6976744186046	98.2635658914729	1.14850578030728	FALSE
BUD31	3	31	149	171.806451612903	2	90	45.5	105.233333333333	157.85	1.14477501421678	FALSE
RHOB	3	83	47	164.518072289157	2	36	33	118.972222222222	178.458333333333	1.14427090640073	FALSE
CSTB	2	105	81	111.295238095238	1	14	0	62.5714285714286	125.142857142857	1.14137510745308	FALSE
VKORC1	3	73	43	57.5342465753425	2	41	37	47.4146341463415	71.1219512195122	1.13314609804481	FALSE
PHB	2	96	78.5	106.489583333333	1	34	0	60	120	1.13066874304451	FALSE
C1orf43	4	47	87	113.659574468085	3	43	0	75.1627906976744	100.217054263566	1.12848069790754	FALSE
TSN	4	105	77	140.047619047619	3	17	4	115.058823529412	153.411764705882	1.12594120044673	FALSE
UBAP2L	6	19	53	120.894736842105	3	43	7	53.7906976744186	107.581395348837	1.12428707200031	FALSE
DAP3	6	19	28	101.789473684211	3	43	14	57.5348837209302	115.06976744186	1.12320768165213	FALSE
PSMD4	8	20	231.5	276	4	36	84	131.388888888889	262.777777777778	1.12130445195321	FALSE
MAP4K4	5	26	157	174.346153846154	4	90	63.5	128.933333333333	161.166666666667	1.11989851196878	FALSE
EIF3I	3	47	68	161.063829787234	2	82	60.5	116.158536585366	174.237804878049	1.11971683794776	FALSE
ENSA	8	20	305	283.55	4	36	112	135.194444444444	270.388888888889	1.11929255561946	FALSE
PSMC1	3	40	20.5	50.75	2	32	28.5	42.5625	63.84375	1.11706404464639	FALSE
PSMD7	2	48	1.5	84.25	1	15	0	35.6	71.2	1.1156105116743	FALSE
ERGIC3	4	82	39	87.2560975609756	3	41	3	55.6829268292683	74.2439024390244	1.11435056704075	FALSE
AZIN1	7	11	141	184.363636363636	6	70	62	147	171.5	1.10936375470208	FALSE
NFE2L2	4	99	1	79.3232323232323	3	23	14	49.8695652173913	66.4927536231884	1.10824286003114	FALSE
SMARCA5	3	49	46	112.836734693878	2	79	13	83.7721518987342	125.658227848101	1.10793860481456	FALSE
PDIA3P1	8	20	9	10.1	7	13	16	20	22.8571428571429	1.10575341887429	FALSE
UFC1	6	19	139	225.842105263158	4	47	136	142.085106382979	213.127659574468	1.10429743100085	FALSE
RAB11A	5	14	271.5	392.857142857143	3	56	159.5	243.339285714286	405.565476190476	1.10408859763518	FALSE
POGZ	8	20	66.5	166.3	7	13	55	134.461538461538	153.67032967033	1.10139201438165	FALSE
SHC1	6	19	269	368.473684210526	3	43	60	177.976744186047	355.953488372093	1.09761112207615	FALSE
DAP3	6	19	28	101.789473684211	4	47	38	59.531914893617	89.2978723404255	1.09661811573131	FALSE
UBBP4	3	29	14	16.448275862069	2	97	15	19.2886597938144	28.9329896907216	1.09637859201685	FALSE
NAA38	3	29	53	101.51724137931	2	97	51	59.4226804123711	89.1340206185567	1.09283361533878	FALSE
MMP14	3	47	9	79.531914893617	2	57	9	44.7894736842105	67.1842105263158	1.09158622291674	FALSE
EMC2	6	70	109.5	135.057142857143	5	45	69	122.777777777778	147.333333333333	1.08906361828346	FALSE
RUNX1T1	6	70	73	158.314285714286	5	45	138	142.088888888889	170.506666666667	1.08608852378983	FALSE
JTB	6	19	217	240.578947368421	3	43	98	114.209302325581	228.418604651163	1.08494581491342	FALSE
ARHGAP28	6	58	55.5	170.275862068966	5	34	0.5	131.764705882353	158.117647058824	1.0848698193324	FALSE
MAP1B	3	20	95.5	210.3	1	14	0	66.0714285714286	198.214285714286	1.08227232302477	FALSE
PSMB5	4	24	597.5	588.458333333333	2	57	259	300.157894736842	600.315789473684	1.07399152691119	FALSE
WAC	2	95	22	54.3157894736842	1	35	4	21.2571428571429	42.5142857142857	1.07193734906879	FALSE
AIMP1	3	85	73	126.564705882353	2	41	73	92.219512195122	138.329268292683	1.07057577797924	FALSE
HNRNPA3	4	99	232	296.808080808081	3	23	186	213.826086956522	285.101449275362	1.06843194911155	FALSE
CTSB	3	88	16.5	82.0681818181818	2	40	0	46.975	70.4625	1.06467065975754	FALSE
HNRNPDL	3	85	348	600.541176470588	2	41	174	392.658536585366	588.987804878049	1.06270874183492	FALSE
PFDN2	4	47	89	113.276595744681	3	43	57	76.3023255813954	101.736434108527	1.06221189176581	FALSE
PSMC1	4	41	72	96.5853658536585	2	32	28.5	42.5625	85.125	1.05919848200213	FALSE
KATNBL1	4	50	25	98.78	3	59	18	65.4915254237288	87.3220338983051	1.05910753305859	FALSE
